country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Taiwan,1900,TWN,2809533,,,,,,,,,,,,,,,,,,,121.701,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1901,TWN,2849684,3104282880,,,,,,,,,,,,,,,,57.143,0.195,188.549,0.537,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1902,TWN,2889389,3181970944,,,,,,,,,,,,,,,,46.97,0.252,273.302,0.79,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1903,TWN,2928248,3800772096,,,,,,,,,,,,,,,,-16.495,-0.13,225.193,0.659,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1904,TWN,2966574,3682013952,,,,,,,,,,,,,,,,2.469,0.016,227.772,0.676,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1905,TWN,3005298,3054484992,,,,,,,,,,,,,,,,14.458,0.098,257.344,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1906,TWN,3045795,3254129920,,,,,,,,,,,,,,,,8.421,0.065,275.305,0.839,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1907,TWN,3088833,3635436032,,,,,,,,,,,,,,,,31.068,0.261,355.809,1.099,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1908,TWN,3134318,3784526080,,,,,,,,,,,,,,,,14.074,0.155,399.996,1.254,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1909,TWN,3181450,4269320960,,,,,,,,,,,,,,,,19.481,0.244,470.837,1.498,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1910,TWN,3228010,4406219776,,,,,,,,,,,,,,,,26.087,0.391,585.101,1.889,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1911,TWN,3253963,4208009984,,,,,,,,,,,,,,,,9.914,0.187,637.977,2.076,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1912,TWN,3315633,4035213056,,,,,,,,,,,,,,,,9.412,0.195,685.039,2.271,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1913,TWN,3377251,4471421952,,,,,,,,,,,,,,,,15.412,0.35,776.194,2.621,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1914,TWN,3427777,4375960064,,,,,,,,,,,,,,,,7.453,0.195,821.753,2.817,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1915,TWN,3463334,4576594944,,,,,,,,,,,,,,,,10.405,0.293,897.939,3.11,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1916,TWN,3492048,4968048128,,,,,,,,,,,,,,,,36.649,1.14,1216.937,4.25,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1917,TWN,3521710,5644575744,,,,,,,,,,,,,,,,29.885,1.27,1567.306,5.52,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1918,TWN,3557050,5427895808,,,,,,,,,,,,,,,,19.174,1.058,1849.265,6.578,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1919,TWN,3594336,5642973184,,,,,,,,,,,,,,,,35.644,2.345,2482.388,8.923,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1920,TWN,3639403,5629873152,,,,,,,,,,,,,,,,4.745,0.423,2567.967,9.346,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1921,TWN,3697114,5909945856,,,,,,,,,,,,,,,,-9.582,-0.896,2285.664,8.45,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1922,TWN,3763256,6642432000,,,,,,,,,,,,,,,,29.769,2.516,2913.947,10.966,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1923,TWN,3831991,6871040000,,,,,,,,,,,,,,,,7.275,0.798,3069.878,11.764,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1924,TWN,3904941,7478551040,,,,,,,,,,,,,,,,4.221,0.497,3139.701,12.26,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1925,TWN,3987618,7930032128,,,,,,,,,,,,,,,,11.288,1.384,3421.671,13.644,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1926,TWN,4078400,8089560064,,,,,,,,,,,,,,,,6.862,0.936,3575.062,14.581,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1927,TWN,4173398,8121207808,,,,,,,,,,,,,,,,3.685,0.537,3622.429,15.118,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1928,TWN,4270016,8374219776,,,,,,,,,,,,,,,,-14.701,-2.222,3019.976,12.895,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1929,TWN,4375389,8834067456,,,,,,,,,,,,,,,,-3.409,-0.44,2846.771,12.456,,,,,,,,,,,,,,,,,,,,,,,,,0.831,189.922,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1930,TWN,4490164,9221823488,,,,,,,,,,,,,,,,4.51,0.562,2899.105,13.017,,,,,,,,,,,,,,,,,,,,,,,,-100,-0.831,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1931,TWN,4611423,9353948160,,,,,,,,,,,,,,,,-11.069,-1.441,2510.397,11.577,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1932,TWN,4734952,9929195520,,,,,,,,,,,,,,,,-4.712,-0.545,2329.708,11.031,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1933,TWN,4860102,9651923968,,,,,,,,,,,,,,,,13.137,1.449,2567.879,12.48,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1934,TWN,4985901,10186756096,,,,,,,,,,,,,,,,-0.783,-0.098,2483.495,12.382,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1935,TWN,5112023,11233251328,,,,,,,,,,,,,,,,4.997,0.619,2543.255,13.001,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1936,TWN,5242361,11897062400,,,,,,,,,,,,,,,,9.205,1.197,2708.303,14.198,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1937,TWN,5379507,12015584256,,,,,,,,,,,,,,,,11.984,1.701,2955.545,15.899,,,,,,,,,,,,,,,,,,,,,,,,,0.458,85.072,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,8.648,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1938,TWN,5521193,12741839872,,,,,,,,,,,,,,,,12.596,2.003,3242.426,17.902,,,,,,,,,,,,,,,,,,,,,,,,-100,-0.458,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.426,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1939,TWN,5669363,12496000000,,,,,,,,,,,,,,,,19.1,3.419,3760.789,21.321,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.012,10.257,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1940,TWN,5826611,11627303936,,,,,,,,,,,,,,,,8.477,1.807,3969.474,23.129,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.98,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1941,TWN,5994558,,,,,,,,,,,,,,,,,1.549,0.358,3918.018,23.487,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.7,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1942,TWN,6163154,,,,,,,,,,,,,,,,,-19.896,-4.673,3052.634,18.814,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,-0.012,7.548,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1943,TWN,6278902,,,,,,,,,,,,,,,,,0.563,0.106,3013.215,18.92,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,-0.012,5.557,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1944,TWN,6341801,,,,,,,,,,,,,,,,,-28.873,-5.463,2121.964,13.457,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.502,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1945,TWN,6354446,,,,,,,,,,,,,,,,,-51.906,-6.985,1018.514,6.472,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.333,-0.012,3.66,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1946,TWN,6298031,,,,,,,,,,,,,,,,,31.95,2.068,1355.965,8.54,,,,,,,,,,,,,,,,,,,,,,,,,0.458,72.665,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.693,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1947,TWN,6351203,,,,,,,,,,,,,,,,,24.69,2.109,1676.6,10.648,,,,,,,,,,,,,,,,,,,,,,,,-39.474,-0.181,43.613,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.012,5.493,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1948,TWN,6589183,,,,,,,,,,,,,,,,,26.147,2.784,2038.591,13.433,,,,,,,,,,,,,,,,,,,,,,,,-17.391,-0.048,34.727,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.295,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1949,TWN,7119288,,,,,,,,,,,,,,,,,-2.182,-0.293,1845.63,13.14,,,,,,,,,,,,,,,,,,,,,,,,0,0,32.141,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.901,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1950,TWN,7623139,10885760000,,,,,,,,,,,,,,,,-12.949,-1.701,1500.446,11.438,,,,,,,,,,,,,,,,,,,,,,,,26.316,0.06,37.916,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.577,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1951,TWN,7934693,11757522944,,,,,,,,,,,,,,,,17.936,2.052,1700.083,13.49,,,,,,,,,,,,,,,,,,,,,,,,-12.5,-0.036,31.874,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.397,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1952,TWN,8251047,13162809344,,,,,,,,,,,,,,,,37.96,5.121,2255.511,18.61,,,,,,,,,,,,,,,,,,,,,,,,-19.048,-0.048,24.813,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.229,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1953,TWN,8572129,14387328000,,,,,,,,,,,,,,,,4.681,0.871,2272.646,19.481,,,,,,,,,,,,,,,,,,,,,,,,17.647,0.036,28.099,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.07,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1954,TWN,8897782,15758874624,,,,,,,,,,,,,,,,-11.701,-2.279,1933.283,17.202,,,,,,,,,,,,,,,,,,,,,,,,35,0.084,36.545,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.667,0.023,6.535,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1955,TWN,9229468,17039840256,,,,,,,,,,,,,,,,11.642,2.003,2080.794,19.205,,,,,,,,,,,,,,,,,,,,,,,,-3.704,-0.012,33.927,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,-0.023,3.78,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1956,TWN,9567059,17990766592,,,,,,,,,,,,,,,,7.206,1.384,2152.029,20.589,,,,,,,,,,,,,,,,,,,,,,,,3.846,0.012,33.988,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.647,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1957,TWN,9909456,19295014912,,,,,,,,,,,,,,,,15.302,3.151,2395.606,23.739,,,,,,,,,,,,,,,,,,,,,,,,7.407,0.024,35.245,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.333,-0.012,2.347,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1958,TWN,10256967,20601120768,,,,,,,,,,,,,,,,9.088,2.157,2524.774,25.897,,,,,,,,,,,,,,,,,,,,,,,,-10.345,-0.036,30.528,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.268,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1959,TWN,10612776,22171224064,,,,,,,,,,,,,,,,12.009,3.11,2733.157,29.006,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.504,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.192,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1960,TWN,10983152,23427176448,,,,,,,,,,,,,,,,11.198,3.248,2936.738,32.255,,,,,,,,,,,,,,,,,,,,,,,,-3.846,-0.012,27.413,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.118,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1961,TWN,11371858,25031579648,,,,,,,,,,,,,,,,6.941,2.239,3033.226,34.493,,,,,,,,,,,,,,,,,,,,,,,,48,0.145,39.184,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.012,3.068,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1962,TWN,11779060,27016491008,,,,,,,,,,,,,,,,7.482,2.581,3147.46,37.074,,,,,,,,,,,,,,,,,,,,,,,,2.703,0.012,38.852,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.333,-0.012,1.975,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1963,TWN,12200155,29553537024,,,,,,,,,,,,,,,,5.621,2.084,3209.649,39.158,,,,,,,,,,,,,,,,,,,,,,,,34.211,0.157,50.344,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.012,2.86,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1964,TWN,12630949,33142259712,,,,,,,,,,,,,,,,4.532,1.775,3240.687,40.933,,,,,,,,,,,,,,,,,,,,,,,,231.373,1.421,161.137,2.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.07,8.287,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,1965,TWN,13070711,36829908992,,,,,,,,,,,,2655.98,34.716,,,0.517,0.212,3147.848,41.145,,49.342,,,,,,5382.849,1.91,,,,,4797.818,62.711,,89.132,,,2.307,,,176.515,83.432,1.698,285.632,3.733,,3.279,,,,7.647,197.847,2.586,585.031,,10.868,,,7.647,,,585.031,,10.868,,,,,0,0,0,0,,0,,,25.688,,,1965.323,111.111,0.116,16.906,0.221,,36.511,,,,,,,,,,,,,70.358,,,7.647,,,585.031,,10.868,,,,,,,,,,,,,,,,
Taiwan,1966,TWN,13515908,40129560576,,,,,,,,,,-0.536,-0.186,2554.728,34.529,,,-0.772,-0.318,3020.671,40.827,,45.81,,,,7.133,5.018,5576.841,1.878,7.649,4.797,,,4994.671,67.508,,89.561,12.227,0.282,2.589,,,191.572,41.613,1.554,391.168,5.287,,3.435,,2.9,0.222,7.869,196.879,2.661,582.169,,10.439,2.9,0.222,7.869,,,582.169,,10.439,,,,0,0,0,0,0,,0,18.299,4.701,30.389,,,2248.371,68.421,0.151,27.535,0.372,,40.316,,,,,,,,,,,,,75.376,2.9,0.222,7.869,,,582.169,,10.439,,,,,,,,,,,,,,,,
Taiwan,1967,TWN,13917831,44417998848,,,,,,,,,,1.482,0.512,2517.719,35.041,,,1.256,0.513,2970.29,41.34,,42.594,,,,9.143,6.892,5910.954,1.852,10.327,6.971,,,5351.333,74.479,,90.532,29.183,0.756,3.345,,,240.332,20.046,1.06,456.019,6.347,,4.066,,-1.015,-0.08,7.789,189.254,2.634,559.621,,9.468,-1.015,-0.08,7.789,,,559.621,,9.468,,,,0,0,0,0,0,,0,18.77,5.704,36.093,,,2593.282,9.375,0.035,29.247,0.407,,43.872,,,,,,,,,,,,,82.268,-1.015,-0.08,7.789,,,559.621,,9.468,,,,,,,,,,,,,,,,
Taiwan,1968,TWN,14271108,48490311680,,,,,,,,,,0.797,0.279,2474.952,35.32,,,-1.26,-0.521,2860.253,40.819,,37.373,,,,14.878,12.24,6622.31,1.949,11.551,8.603,,,5821.685,83.082,,87.91,40.964,1.37,4.715,,,330.395,33.586,2.132,594.099,8.478,,4.989,,46.697,3.637,11.426,270.757,3.864,800.625,,12.09,46.697,3.637,11.426,,,800.625,,12.09,,,,0,0,0,0,0,,0,19.266,6.954,43.046,,,3016.338,-100,-0.407,0,0,,45.548,,,,,,,,,,,,,94.508,46.697,3.637,11.426,,,800.625,,12.09,,,,,,,,,,,,,,,,
Taiwan,1969,TWN,14617243,52823998464,,,,,,,,,,-8.199,-2.896,2218.232,32.424,,,-7.359,-3.004,2587.01,37.815,,32.778,,,,4.671,4.415,6767.527,1.873,8.204,6.816,,,6150.124,89.898,,90.877,25.641,1.209,5.924,,,405.282,26.847,2.276,735.749,10.755,,5.989,,-21.014,-2.401,9.025,208.795,3.052,617.403,,9.123,-21.014,-2.401,9.025,,,617.403,,9.123,,,,0,0,0,0,0,,0,19.753,8.503,51.549,,,3526.61,,0.291,19.891,0.291,,52.111,,,,,,,,,,,,,98.923,-21.014,-2.401,9.025,,,617.403,,9.123,,,,,,,,,,,,,,,,
